Nom,Prenom,Code_bateau,valeur,n_courses,Age,Embarcation,Club
MARIEN,MARTIN,K1H310192,59.25,4,M22,K1H,2412 - CASTELNAUD EN PERIGORD KC
JOLIT,Alix,K1H310562,68.25,4,U18,K1H,4705 - U.S. TONNEINS C.K.
LE NAOUR,CLEMENT,K1H310633,275.0,1,U21,K1H,5605 - PLUMELIAU CK
LE BEUVANT,TIMOTHÉ,K1H310746,339.5,4,U21,K1H,2206 - LA ROCHE DERRIEN CK
FOUILLADE,YOANN,K1H310986,250.0,1,U18,K1H,3314 - E.S. BLANQUEFORTAISE
HUCHON,Baptiste,K1H311127,97.0,4,U21,K1H,1712 - CLUB NAUTIQUE ROCHEFORTAIS
BEAUMOIS,Titouan,K1H311149,429.0,2,U18,K1H,3503 - KAYAK CLUB DE RENNES
GRZESKOWIAK,MARTIN,K1H312147,194.25,4,U21,K1H,6414 - U.S.C. NAY CK
PONS,Nino,K1H312307,305.33,3,U15,K1H,0705 - EYRIEUX CK
GUICHET,ROMAIN,K1H312339,432.0,1,M22,K1H,4161 - BLOIS AGGLOPOLYS CK
DUVERGER,CLEMENT,K1H312355,209.33,3,M22,K1H,6102 - PL ARGENTAN CANOE KAYAK
ROSIER,Sasha,K1H312677,188.25,4,U18,K1H,5109 - SILLERY CHAMPAGNE C.K.
DELCROIX-PASLIER,Dorian,K1H312684,58.0,4,U18,K1H,5109 - SILLERY CHAMPAGNE C.K.
LOCATELLI,Jocelyn,K1H313076,107.75,4,M22,K1H,1320 - FOS CK
DE ANDRES,MIGUEL,K1H313337,215.5,2,U18,K1H,8002 - CLUB NAUTIQUE DE RIVERY
BESSIERE,Julien,K1H313452,131.75,4,U18,K1H,9202 - BAC CK SEVRES ISSY
GENDRON,FRANCOIS,K1H313545,174.0,1,U21,K1H,9202 - BAC CK SEVRES ISSY
AUTIN,LEO,K1H313808,444.0,1,U21,K1H,4007 - STADE MONTOIS
ZEROUGA,NOUREDINE,K1H315213,59.0,4,U21,K1H,7705 - TORCY CK
TOSTAIN,DIMITRI,K1H316181,6.5,4,U21,K1H,7705 - TORCY CK
PAYEN,JEROME,K1H316182,64.25,4,U21,K1H,7705 - TORCY CK
VASSEUR,MATTHEO,K1H316895,38.5,4,M22,K1H,2502 - LA GAULOISE CK MONTBELIARD
REMONDET,GUILHEM,K1H319947,474.0,3,U18,K1H,7308 - LA PLAGNE EAUX VIVES
DUBOTS DARTIGALONGUE,Martin,K1H320339,170.0,4,U18,K1H,5109 - SILLERY CHAMPAGNE C.K.
BELTON,Louis,K1H321543,142.75,4,U18,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
CANEVET,Yann,K1H321873,229.67,3,U18,K1H,6701 - STRASBOURG EAUX VIVES
LE FELLIC,ROBIN,K1H322302,205.0,1,U21,K1H,1816 - CHATEAUNEUF PAGAIE AVENTURE
KLICHAMER--JANUEL,Ivann,K1H322364,65.25,4,U18,K1H,5806 - U.C.S. CK COSNE SUR LOIRE CLUB MARCEL RENAUD
LETHIMONNIER,ANTOINE,K1H322477,461.0,2,M22,K1H,9407 - RED STAR CLUB CHAMPIGNY
DAVERTON,Mathis,K1H322769,283.75,4,U18,K1H,2415 - A.L. MARSAC SUR L'ISLE
NAVARRI,AXEL,K1H323439,127.25,4,U21,K1H,3318 - BOMMES NAUTIQUE CK
ROULAND,Martin,K1H323484,191.5,4,U18,K1H,4421 - NANTES ATLANTIQUE CK
ROULAND,Baptiste,K1H323485,117.5,4,U21,K1H,4421 - NANTES ATLANTIQUE CK
PINEAU,Thomas,K1H323624,139.75,4,U18,K1H,7206 - U.S.F. CK LA FLECHE
SOLECKI,Milo,K1H323941,86.25,4,U18,K1H,1306 - MARSEILLE MAZARGUES CK
GOBIN,Baptiste,K1H324118,394.0,3,U18,K1H,8515 - CLUB CK DE LA BOULOGNE-ROCHESERVIERE
PERROT,ALEXIS,K1H324761,172.0,2,U21,K1H,3506 - C.K.C.I.R. ST GREGOIRE
LE DORE,Audren,K1H324904,69.25,4,U21,K1H,4421 - NANTES ATLANTIQUE CK
VINCENT,Joseph,K1H324958,68.75,4,U21,K1H,6501 - STADOCESTE TARBAIS C.K.
NOGUES,Elouan,K1H325204,25.0,4,U18,K1H,1712 - CLUB NAUTIQUE ROCHEFORTAIS
FRANCOIS SIFFERT,Alban,K1H325256,37.25,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
PERRIN,FRANCK,K1H325321,177.0,4,U21,K1H,6102 - PL ARGENTAN CANOE KAYAK
DELEPLANCQUE,PAUL,K1H325556,110.75,4,U18,K1H,8606 - VALLEE VONNE CK
MEAZZA,NOE,K1H326047,1026.0,1,U18,K1H,5614 - C.K.C. AURAY
LE ROUX,Aloys,K1H326049,695.0,1,U18,K1H,5614 - C.K.C. AURAY
PERRET,EMMANUEL,K1H326086,268.25,4,M2,K1H,7206 - U.S.F. CK LA FLECHE
TAPISSIER,Robin,K1H326094,72.75,4,U18,K1H,7206 - U.S.F. CK LA FLECHE
TAILLANDIER,TOM,K1H326340,518.5,4,U18,K1H,2802 - C'CHARTRES METROPOLE CK
DORFFNER,FREDERIC,K1H326448,540.0,4,M2,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
NICOLLEAU,Felix,K1H326539,137.25,4,M22,K1H,7903 - CK NIORTAIS
BERNARD,HUGO,K1H326742,344.25,4,M22,K1H,9404 - JOINVILLE EAU VIVE
PICHARD,Emile,K1H326973,221.0,3,U18,K1H,7209 - CK CLUB FERTOIS
CIEKALA,Thomas,K1H327679,95.25,4,U18,K1H,9202 - BAC CK SEVRES ISSY
OUALET,ARMEL,K1H327737,315.67,3,U18,K1H,7206 - U.S.F. CK LA FLECHE
COMBETTE,JEAN,K1H327938,96.0,4,M22,K1H,2412 - CASTELNAUD EN PERIGORD KC
AUDY,PIERRICK THIBAUT,K1H328186,292.0,1,M22,K1H,3309 - CK SPORT LIBOURNE
LE GUENNEC,Loig,K1H328386,65.5,4,U18,K1H,7705 - TORCY CK
MANGEARD,Mathis,K1H329025,280.0,2,U18,K1H,3506 - C.K.C.I.R. ST GREGOIRE
CAPITAINE,BENOIT,K1H329034,246.0,4,U18,K1H,5102 - C.K. DORMANS EAUX LIBRES
BONNARD,RAPHAEL,K1H329293,5.5,4,M22,K1H,1306 - MARSEILLE MAZARGUES CK
LACOUR,RENAUD,K1H329371,206.5,2,M1,K1H,9204 - CK GENNEVILLIERS
NDIAYE,WALLY,K1H330211,119.5,4,M22,K1H,7705 - TORCY CK
BORNET,PAUL,K1H330579,119.25,4,M22,K1H,0205 - THIERACHE SPORT NATURE
DOUYEAU,Valentin,K1H331051,335.67,3,U18,K1H,1320 - FOS CK
DUTERAGE,Simon,K1H332140,377.33,3,U18,K1H,3804 - CLUB CK VIENNE
DURAND,Timothe,K1H334379,67.75,4,U18,K1H,2410 - GALO PORT SAINTE FOY
CHERRIER,William,K1H334829,96.25,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
GILLIOT,Marcelin,K1H334830,160.5,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
RIVIERE,NATHAN,K1H336038,88.0,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
ROUX,JULIEN,K1H336318,274.0,1,U21,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
BACLE LACOMBE,Paul,K1H337613,89.75,4,U18,K1H,8606 - VALLEE VONNE CK
LITIQUE,ROMAIN,K1H338114,209.0,3,U18,K1H,6803 - C.K. APACH COLMAR
ROUBINET,AURELIEN,K1H339233,21.25,4,U21,K1H,3311 - CK CLUB LE TEICH
NAUDON-DAMIEN,SYLVAIN,K1H339340,565.0,1,M22,K1H,7902 - SAINT MAIXENT CK
HEBERT,Noah,K1H339781,327.0,2,U18,K1H,3507 - CK DU PAYS DE BROCELIANDE
CAILLIERET,Jean-Baptiste,K1H339852,366.25,4,M22,K1H,8003 - PICQUIGNY VIEILLE SOMME
LE FLOCH,ARTHUR,K1H339876,393.33,3,U18,K1H,1306 - MARSEILLE MAZARGUES CK
ARNOULD,ANTOINE,K1H339932,65.5,2,U21,K1H,3318 - BOMMES NAUTIQUE CK
BEAULANDE NOEL,LEANDRE,K1H339933,11.0,4,U21,K1H,3318 - BOMMES NAUTIQUE CK
GRONDIN,Felix,K1H340002,53.5,4,U18,K1H,4421 - NANTES ATLANTIQUE CK
PIQUES,Jocelyn,K1H340392,75.5,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
ODOT,Evan,K1H340420,376.0,2,U15,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
CHOTARD,MARIUS,K1H342024,156.5,4,U18,K1H,3501 - KAYAK CLUB PONT REAN
DUFFOURS,Louis,K1H342044,228.33,3,U18,K1H,8404 - CLUB CK L'ISLOIS
MARIE,Timothy,K1H342076,93.75,4,U18,K1H,2415 - A.L. MARSAC SUR L'ISLE
NICOLAS,HUGO,K1H343700,657.33,3,U18,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
BOIZARD,SASHA,K1H346859,539.67,3,U18,K1H,2214 - C.K.C PLANCOET
LEMOINE,Clement,K1H346870,186.5,4,U21,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
NIKIEMA-SCHWARZ,Noa,K1H346880,43.0,4,U18,K1H,9202 - BAC CK SEVRES ISSY
PERRE,ANTOINE,K1H346914,327.0,2,U21,K1H,3501 - KAYAK CLUB PONT REAN
SEGAUD,Marin,K1H347084,395.0,2,U18,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
DANIEL,SACHA,K1H347097,601.5,2,U15,K1H,4905 - CLUB C.K MONTREUIL JUIGNE
CHOUTEAU,Arthur,K1H347216,321.33,3,U18,K1H,4405 - CK CLISSON
MOALIC,Leo,K1H347768,138.0,4,U21,K1H,5109 - SILLERY CHAMPAGNE C.K.
CHOQUENETDHENRY,PHARIAN,K1H348301,282.0,2,U21,K1H,0203 - ST QUENTIN CK
CABOURET,Benjamin,K1H348304,275.5,2,U21,K1H,6002 - CK CLUB THERAIN
AUVOLAT,THOMAS,K1H348451,404.0,4,U21,K1H,8501 - CK FONTENAY LE COMTE
GUENECHAULT,Gaetan,K1H348488,478.5,2,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
DE NARP,Quentin,K1H348520,166.25,4,U15,K1H,9202 - BAC CK SEVRES ISSY
BACHOFFER,Jules,K1H348521,108.0,4,U18,K1H,9202 - BAC CK SEVRES ISSY
LATAPIEBAYROO,FLORIAN,K1H349496,233.5,4,U21,K1H,6414 - U.S.C. NAY CK
RENAUD,Soren,K1H349857,306.0,4,U18,K1H,2214 - C.K.C PLANCOET
LAUREYS,Clement,K1H351048,313.5,2,U21,K1H,6414 - U.S.C. NAY CK
GOURLIN,Basile,K1H352006,100.25,4,U18,K1H,0203 - ST QUENTIN CK
PONTILLO,Nino,K1H352095,230.0,1,U21,K1H,5605 - PLUMELIAU CK
DELEPLANQUE,GAEL,K1H352128,1667.0,1,M2,K1H,8606 - VALLEE VONNE CK
NUGUES,Baptiste,K1H352225,209.0,1,U18,K1H,4716 - CK VILLENEUVE SUR LOT
GIBOULEAU,CAMILLE,K1H352470,98.25,4,U21,K1H,8501 - CK FONTENAY LE COMTE
JACQUIER,Lucas,K1H352506,189.5,4,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
DIDIER,Evan,K1H353298,363.75,4,U15,K1H,8802 - AS GERARDMER CK
DEMILLY,MAXENCE,K1H354662,176.0,4,U21,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
LE NEVEZ,SIMON,K1H354932,252.0,1,U21,K1H,5643 - LANESTER CK CLUB
PAPAÏX,ROBIN,K1H355334,213.25,4,M22,K1H,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
CLAUX,Antoine,K1H359926,369.5,4,U18,K1H,9404 - JOINVILLE EAU VIVE
OHLMANN,LEO,K1H365047,248.75,4,U15,K1H,6803 - C.K. APACH COLMAR
KIRY,Baptiste,K1H366375,352.75,4,U15,K1H,6803 - C.K. APACH COLMAR
BRADY,LIAM,K1H366877,392.25,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
CARRIER,MATHIS,K1H366878,149.5,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
DELORME,MATTEO,K1H369516,242.0,2,U18,K1H,7203 - CK CLUB DU MANS
SCHOEPFER WALTER,Dimitri,K1H370415,58.5,4,U21,K1H,8802 - AS GERARDMER CK
LAVOCAT,Guillaume,K1H370423,373.0,3,U18,K1H,1306 - MARSEILLE MAZARGUES CK
SCHMITT,Johan,K1H370718,809.0,2,U15,K1H,3503 - KAYAK CLUB DE RENNES
GALIPAUD,Alexis,K1H370801,323.0,3,M22,K1H,8602 - CK CLUB POITEVIN
LAVOCAT,Jeremy,K1H370807,349.25,4,U15,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
ARENS,Louis,K1H371264,48.0,4,U18,K1H,9404 - JOINVILLE EAU VIVE
MULERO,Lucien,K1H371353,223.75,4,U18,K1H,1712 - CLUB NAUTIQUE ROCHEFORTAIS
BROSSARD,CHARLIE,K1H371436,145.0,2,U21,K1H,8606 - VALLEE VONNE CK
MILON,NINO,K1H371692,1010.0,2,U15,K1H,3522 - CESSON SEVIGNE CK LES POISSONS VOLANTS
LESCURE,Loan,K1H372995,393.0,3,U18,K1H,3318 - BOMMES NAUTIQUE CK
FRONSACQ,Ruben,K1H373130,174.5,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
GERMIER,Damien,K1H373258,570.5,2,U15,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
LONCHAMP,Timeo,K1H373302,419.33,3,U18,K1H,2506 - CK PONTARLIER
FALCON,Gabin,K1H373391,414.0,1,U18,K1H,4405 - CK CLISSON
KERBRAT,YANN,K1H373445,458.5,2,U18,K1H,1911 - HAUTE CORREZE KAYAK CLUB
PARISOT,Ilian,K1H373554,167.0,4,U18,K1H,2514 - C.K. AUDINCOURTOIS
BLOOM,Paul,K1H373586,401.25,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
PERINO,Angelo,K1H373587,220.0,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
DA SILVA TRICOIRE,CORENTIN,K1H373602,241.0,4,U21,K1H,2415 - A.L. MARSAC SUR L'ISLE
THURY BOUVET,Jao,K1H373626,409.33,3,U18,K1H,0705 - EYRIEUX CK
HERVE,GABRIEL,K1H373779,257.0,2,M1,K1H,7703 - CLUB SPORTIF DE MEAUX
BONNEVILLE ROGELET,ENZO,K1H373987,433.25,4,U18,K1H,6102 - PL ARGENTAN CANOE KAYAK
LE BARS,Mahe,K1H374030,415.0,2,U15,K1H,3506 - C.K.C.I.R. ST GREGOIRE
CONAND,JACQUES,K1H374458,282.0,2,M3,K1H,9202 - BAC CK SEVRES ISSY
LEMA,EWEN,K1H374899,202.5,2,U18,K1H,4405 - CK CLISSON
CLUPTY,ENZO,K1H374927,163.75,4,U21,K1H,2708 - CLUB SPORTIF BEAUMONTAIS CK
CROQUESEL,AEL,K1H375470,275.5,4,U21,K1H,2802 - C'CHARTRES METROPOLE CK
COUTELLER,ELIOTT,K1H375475,346.0,4,U21,K1H,2802 - C'CHARTRES METROPOLE CK
BAUDESSON,Arthur,K1H375488,310.75,4,U18,K1H,1326 - CLUB DE CK DURANCE LUBERON
LEYMONERIE,ALEXANDRE,K1H376151,144.5,4,U21,K1H,3105 - VENERQUE EAUX VIVES
DUBOIS,MAXIME,K1H376297,276.0,2,U18,K1H,3506 - C.K.C.I.R. ST GREGOIRE
RUAULT,Enzo,K1H376345,284.5,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
PRENEY,Zadig,K1H376456,496.0,1,U18,K1H,5605 - PLUMELIAU CK
PONTILLO,Sasha,K1H376457,441.0,1,U15,K1H,5605 - PLUMELIAU CK
MERLET,Luan,K1H376585,483.0,4,U15,K1H,4566 - PAGAIE ORLEANS METROPOLE
VAUZELLE,Camille,K1H376680,393.0,1,U18,K1H,6002 - CK CLUB THERAIN
CONAND,Benjamin,K1H377149,112.5,4,U18,K1H,9202 - BAC CK SEVRES ISSY
VAN DER HORST,Victor,K1H377187,144.0,4,U18,K1H,4705 - U.S. TONNEINS C.K.
RENAUD,Mathieu,K1H377275,154.75,4,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
RENAUD,ARTHUR,K1H377276,205.5,4,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
PROUX,JEROME,K1H378131,345.75,4,U21,K1H,4566 - PAGAIE ORLEANS METROPOLE
BALLOT,Alix,K1H378441,211.0,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
SENEPART,CEDRIC,K1H378475,265.75,4,M2,K1H,8010 - CK CLUB DE HAM
LASKOSKE DAUPHIN,Tom,K1H378479,81.5,4,U18,K1H,1911 - HAUTE CORREZE KAYAK CLUB
BONINE,JORIS,K1H379777,261.0,2,U21,K1H,7705 - TORCY CK
NGUYEN VAN,Xabi,K1H380035,86.25,4,U18,K1H,2412 - CASTELNAUD EN PERIGORD KC
LEBRAN,Gaspard,K1H380183,347.0,4,U18,K1H,2412 - CASTELNAUD EN PERIGORD KC
PEREZ,Sacha,K1H380342,125.75,4,U15,K1H,3318 - BOMMES NAUTIQUE CK
MAHE,CLEMENT,K1H381055,37.0,4,U21,K1H,3501 - KAYAK CLUB PONT REAN
TAVERNIER,TOM,K1H381266,183.75,4,U18,K1H,2412 - CASTELNAUD EN PERIGORD KC
MAITROT,Nathaniel,K1H381875,901.0,2,U15,K1H,3512 - CK CLUB ACIGNE
DENISET,FREDERIC,K1H384643,336.75,4,M3,K1H,2412 - CASTELNAUD EN PERIGORD KC
BONNIN,Leo,K1H385249,322.5,4,U15,K1H,2415 - A.L. MARSAC SUR L'ISLE
BERTHAUD,Jules,K1H386203,722.33,3,U15,K1H,4903 - CLUB NAUTIQUE BOUCHEMAINE
DUBOIS,Mathieu,K1H387409,107.75,4,U18,K1H,2206 - LA ROCHE DERRIEN CK
CHASSAING,Thomas,K1H395937,326.0,4,U15,K1H,2415 - A.L. MARSAC SUR L'ISLE
RANCHET,Gael,K1H398030,567.33,3,U18,K1H,8404 - CLUB CK L'ISLOIS
GOLAY,Auguste,K1H401180,175.0,4,U18,K1H,6803 - C.K. APACH COLMAR
DURGONI,Nino,K1H401388,340.25,4,U18,K1H,2206 - LA ROCHE DERRIEN CK
ROTHAN,REMY,K1H403127,282.0,3,U18,K1H,6803 - C.K. APACH COLMAR
SHEIN,FEDOR,K1H404434,417.0,3,U15,K1H,6701 - STRASBOURG EAUX VIVES
LUZIGNANT,ROMAIN,K1H404903,519.0,1,U15,K1H,2417 - ALP GNP PERIGUEUX
SALOMON-AVENDANO,ANTONIN,K1H405186,590.33,3,U15,K1H,2708 - CLUB SPORTIF BEAUMONTAIS CK
RIVIERE,ACHILLE,K1H405743,576.25,4,U18,K1H,6803 - C.K. APACH COLMAR
MILLIER,Gabriel,K1H407390,855.5,2,U15,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
CROCHET,Gatien,K1H407607,206.75,4,U15,K1H,3804 - CLUB CK VIENNE
SAADALLAOUI,Nael,K1H412362,392.75,4,U15,K1H,1306 - MARSEILLE MAZARGUES CK
DA SILVA-TRICOIRE,Ethan,K1H412440,317.5,4,U18,K1H,2415 - A.L. MARSAC SUR L'ISLE
DUBOIS,Swann,K1H413584,498.67,3,U15,K1H,4402 - BRIVET CK
YOCHUM,Martin,K1H413616,226.5,4,U15,K1H,9202 - BAC CK SEVRES ISSY
BECQUET,Jean,K1H413758,394.0,4,U18,K1H,4101 - U.S. VENDOME CK
VAREY,JULIEN,K1H415068,130.25,4,U18,K1H,0108 - CKC VALLEE DE L'AIN
KERPERSHOEK,Daan,K1H416028,364406.67,3,U18,K1H,2506 - CK PONTARLIER
BOUDRIMIL,Younous,K1H416218,1227.0,2,U15,K1H,3506 - C.K.C.I.R. ST GREGOIRE
DURRACQ,Axel,K1H416272,25.25,4,U21,K1H,3311 - CK CLUB LE TEICH
BONNAMY,Edouard,K1H416273,212.75,4,U15,K1H,3105 - VENERQUE EAUX VIVES
CAUHAPE,ANTON,K1H416691,216.0,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
WAESELYNCK,Matheo,K1H416695,116.5,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
BARATON,Aristide,K1H417245,202.75,4,U15,K1H,4421 - NANTES ATLANTIQUE CK
GARCIA,MAXIME,K1H417271,410.0,3,U18,K1H,1306 - MARSEILLE MAZARGUES CK
BERLAND,Ethan,K1H417274,463.25,4,U15,K1H,1306 - MARSEILLE MAZARGUES CK
JOLY,Liam,K1H417289,804.0,2,U15,K1H,8515 - CLUB CK DE LA BOULOGNE-ROCHESERVIERE
ERHARDT,THOMAS,K1H417695,885.67,3,U15,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
POLET,Theophile,K1H417739,242.0,2,U18,K1H,3506 - C.K.C.I.R. ST GREGOIRE
MERLET,LOIC,K1H417760,579.75,4,M2,K1H,4566 - PAGAIE ORLEANS METROPOLE
MARTIN,ALIX,K1H417811,78.25,4,U18,K1H,2410 - GALO PORT SAINTE FOY
MOLENE,Noe,K1H417859,187.75,4,U15,K1H,2412 - CASTELNAUD EN PERIGORD KC
CHEVALIER,LEO,K1H418000,437.0,4,U15,K1H,5301 - CK AMBRIERES
FOUCOIN,NATHANAEL,K1H418098,212.75,4,U15,K1H,3105 - VENERQUE EAUX VIVES
FOUCOIN,MAXENCE,K1H418102,220.0,4,U15,K1H,3105 - VENERQUE EAUX VIVES
ROLLEY BOCAZ,Mika,K1H418288,166.5,4,U18,K1H,9404 - JOINVILLE EAU VIVE
BROSSE,EVANN,K1H418307,166.0,1,U18,K1H,0108 - CKC VALLEE DE L'AIN
BERGES,Adrien,K1H419412,422.0,3,U18,K1H,8404 - CLUB CK L'ISLOIS
LECLERCQ-CHABENAT,Theo,K1H420954,153.0,1,U18,K1H,7304 - CK HAUTE ISERE
CHERBONNIER FORTUNE,Eliott,K1H421025,337.75,4,U18,K1H,1712 - CLUB NAUTIQUE ROCHEFORTAIS
GINES,THOMAS,K1H421035,554.25,4,U15,K1H,3311 - CK CLUB LE TEICH
PIEL LOLLIVIER,Ewan,K1H421140,177.75,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
BLANCHARD,SAMUEL,K1H421562,202.75,4,U18,K1H,8501 - CK FONTENAY LE COMTE
LHEUREUX LEGRIS,Priam,K1H421922,185.0,4,U18,K1H,3501 - KAYAK CLUB PONT REAN
PERRAUD,Timeo,K1H421957,982.0,2,U15,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
HEDIN,Florent,K1H421973,249.0,1,U18,K1H,3310 - E.N.B.C.K. BORDEAUX
BRUNETEAU,PAUL,K1H422010,209.25,4,U21,K1H,8614 - CHAUVIGNY VALDIVIENNE CK
DROUARD,Noha,K1H422083,301.0,2,U15,K1H,4404 - C.K. CHATEAU THEBAUD
LAPOUSSIERE-LECLERC,GUSTAVE,K1H423270,1252.0,2,U15,K1H,7601 - CANOE-KAYAK DU BASSIN ELBEUVIEN
POTTIER,Victorien,K1H423294,309.25,4,U15,K1H,5301 - CK AMBRIERES
DESMERGER,Baptiste,K1H423598,165.0,4,U15,K1H,3804 - CLUB CK VIENNE
MILERIOU,Hugo,K1H424614,342.0,1,U18,K1H,4004 - CLUB LA PALUE CASTETS
SENEPART,Esteban,K1H424868,305.5,4,U18,K1H,8010 - CK CLUB DE HAM
BARRIAC,Etienne,K1H425204,572.0,4,U18,K1H,2206 - LA ROCHE DERRIEN CK
RUBIN MONGY,Ulysse,K1H430110,631.5,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
CORBIN,GAUTIER,K1H430114,678.5,2,U18,K1H,3512 - CK CLUB ACIGNE
PETIT,FERDINAND,K1H430248,573.33,3,U21,K1H,7903 - CK NIORTAIS
POULAIN,Nolan,K1H430595,377.0,4,U15,K1H,5603 - CK PONTIVYEN
LOBJOIS,TRISTAN,K1H430652,298.0,1,U18,K1H,5102 - C.K. DORMANS EAUX LIBRES
ARNOULD,Clement,K1H432584,61.5,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
PROCESSE,Thimothee,K1H433942,115.75,4,U18,K1H,3105 - VENERQUE EAUX VIVES
COMBAT,Arthur,K1H434100,607.0,3,U15,K1H,4903 - CLUB NAUTIQUE BOUCHEMAINE
BLANK,THEO,K1H436205,920.0,1,U15,K1H,6701 - STRASBOURG EAUX VIVES
KAERLE,Tom,K1H436212,169.5,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
VICQUELIN,HUGO,K1H441839,319.33,3,U21,K1H,2711 - VAL DE REUIL PAGAIE PASSION
BEILLARD,Felice,K1H442811,336.25,4,U15,K1H,4922 - CK DES PONTS DE CE
VAN LAMSWEERDE,Raphael,K1H446645,116.25,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
BUSQUET,BENJAMIN,K1H452503,240.75,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
PASSERNIG,Charles,K1H452985,386.0,1,U15,K1H,6803 - C.K. APACH COLMAR
PASSERNIG,Léon,K1H452986,505.0,1,U15,K1H,6803 - C.K. APACH COLMAR
OSTA COL PIN,Erwann,K1H453357,407.0,4,U18,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
SCHNEIDER,NICOLAS,K1H453400,96.75,4,U18,K1H,8802 - AS GERARDMER CK
AUBOUIN,SIMON,K1H453414,100.25,4,U21,K1H,9202 - BAC CK SEVRES ISSY
BREISCH,Yoan,K1H453857,105.75,4,U18,K1H,3311 - CK CLUB LE TEICH
QUENTIN,Titouan,K1H455654,571.67,3,U15,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
LEPREVOST,Marek,K1H455656,436.0,4,U15,K1H,6414 - U.S.C. NAY CK
FIDON,Nolann,K1H455712,69.5,4,U18,K1H,7705 - TORCY CK
BOUEC - HAMON,Charlie,K1H455805,732.0,1,U15,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
GALLAIS,Adrien,K1H456056,153.0,1,U18,K1H,3310 - E.N.B.C.K. BORDEAUX
DUGAT,Ylan,K1H456866,289.0,4,U18,K1H,7206 - U.S.F. CK LA FLECHE
PERRET,Timon,K1H456880,157.5,4,U18,K1H,7206 - U.S.F. CK LA FLECHE
MARBOT,Thomas,K1H457310,335.5,2,U15,K1H,6701 - STRASBOURG EAUX VIVES
LE DEODIC,Charlie,K1H457399,496.75,4,U15,K1H,6414 - U.S.C. NAY CK
COLLIGUER,Ewen,K1H457544,589.5,2,U18,K1H,9202 - BAC CK SEVRES ISSY
BONNIN,Mael,K1H460281,465.0,1,U18,K1H,7902 - SAINT MAIXENT CK
MULLER,LEO,K1H460301,252.0,4,U18,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
TELLIER,JULES,K1H460316,365.0,4,U18,K1H,3703 - VAL DE L'INDRE CK
TANCHOUX,Remi,K1H460325,435.5,4,U18,K1H,3703 - VAL DE L'INDRE CK
DUGUE,LUCAS,K1H460653,306.25,4,U18,K1H,7211 - FOYER RURAL DES ALPES MANCELLES
COGULET,Samuel,K1H460655,441.5,2,U18,K1H,4921 - ENTENTE SPORTIVE ANJOU CK
HOLDOM,Otto,K1H460676,448.0,1,U18,K1H,5605 - PLUMELIAU CK
GIRARD,LOUIS,K1H460923,327093.67,3,U15,K1H,2506 - CK PONTARLIER
DUQUENNOY,QUENTIN,K1H460980,581.5,2,U18,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
CHARRIER,Louison,K1H461083,594.0,4,U21,K1H,4107 - VAL DES CHATEAUX CK
CHOTARD,Gaspard,K1H461151,211.5,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
